date,county,state,fips,cases cumulative,deaths cumulative,Recovered ,Cumulative recovered
6/24/2020,Adams,Ohio,39001,19,1,0.515888214,13.48411179
6/25/2020,Adams,Ohio,39001,20,1,1.257944107,14.74205589
6/26/2020,Adams,Ohio,39001,20,1,0.628972054,15.37102795
6/27/2020,Adams,Ohio,39001,20,1,0.814486027,16.18551397
3/28/2020,Allen,Ohio,39003,2,0,0,0
3/29/2020,Allen,Ohio,39003,4,0,0,0
3/30/2020,Allen,Ohio,39003,4,0,0,0
3/31/2020,Allen,Ohio,39003,5,0,0,0
4/1/2020,Allen,Ohio,39003,6,0,0,0
4/2/2020,Allen,Ohio,39003,10,0,0,0
4/3/2020,Allen,Ohio,39003,13,0,0,0
4/4/2020,Allen,Ohio,39003,15,0,0,0
4/5/2020,Allen,Ohio,39003,18,0,0,0
4/6/2020,Allen,Ohio,39003,19,0,0,0
4/7/2020,Allen,Ohio,39003,22,1,1.5,1.5
4/8/2020,Allen,Ohio,39003,23,1,0.75,2.25
4/9/2020,Allen,Ohio,39003,23,1,0.875,3.125
4/10/2020,Allen,Ohio,39003,24,1,0.9375,4.0625
4/11/2020,Allen,Ohio,39003,27,1,2.46875,6.53125
4/12/2020,Allen,Ohio,39003,33,2,2.234375,8.765625
4/13/2020,Allen,Ohio,39003,37,4,1.1171875,9.8828125
4/14/2020,Allen,Ohio,39003,46,4,2.05859375,11.94140625
4/15/2020,Allen,Ohio,39003,51,4,1.529296875,13.47070313
4/16/2020,Allen,Ohio,39003,57,6,1.264648438,14.73535156
4/17/2020,Allen,Ohio,39003,65,9,-0.367675781,14.36767578
4/18/2020,Allen,Ohio,39003,70,11,-1.183837891,13.18383789
4/19/2020,Allen,Ohio,39003,79,11,-0.091918945,13.09191895
4/20/2020,Allen,Ohio,39003,84,11,1.454040527,14.54595947
4/21/2020,Allen,Ohio,39003,88,12,3.227020264,17.77297974
4/22/2020,Allen,Ohio,39003,94,12,3.613510132,21.38648987
4/23/2020,Allen,Ohio,39003,100,14,5.306755066,26.69324493
4/24/2020,Allen,Ohio,39003,108,15,4.653377533,31.34662247
4/25/2020,Allen,Ohio,39003,108,17,4.326688766,35.67331123
4/26/2020,Allen,Ohio,39003,106,18,5.663344383,41.33665562
4/27/2020,Allen,Ohio,39003,103,18,5.331672192,46.66832781
4/28/2020,Allen,Ohio,39003,103,19,6.665836096,53.3341639
4/29/2020,Allen,Ohio,39003,116,22,4.332918048,57.66708195
4/30/2020,Allen,Ohio,39003,121,23,3.666459024,61.33354098
5/1/2020,Allen,Ohio,39003,121,23,4.833229512,66.16677049
5/2/2020,Allen,Ohio,39003,123,23,5.416614756,71.58338524
5/3/2020,Allen,Ohio,39003,124,23,6.708307378,78.29169262
5/4/2020,Allen,Ohio,39003,133,23,3.354153689,81.64584631
5/5/2020,Allen,Ohio,39003,135,25,-0.322923156,81.32292316
5/6/2020,Allen,Ohio,39003,139,28,-3.161461578,78.16146158
5/7/2020,Allen,Ohio,39003,138,28,-1.580730789,76.58073079
5/8/2020,Allen,Ohio,39003,139,29,5.209634606,81.79036539
5/9/2020,Allen,Ohio,39003,144,29,5.104817303,86.8951827
5/10/2020,Allen,Ohio,39003,144,29,2.552408651,89.44759135
5/11/2020,Allen,Ohio,39003,146,29,2.276204326,91.72379567
5/12/2020,Allen,Ohio,39003,154,30,1.138102163,92.86189784
5/13/2020,Allen,Ohio,39003,155,30,5.069051081,97.93094892
5/14/2020,Allen,Ohio,39003,164,30,3.534525541,101.4654745
5/15/2020,Allen,Ohio,39003,164,30,3.76726277,105.2327372
5/16/2020,Allen,Ohio,39003,165,30,1.383631385,106.6163686
5/17/2020,Allen,Ohio,39003,167,30,1.191815693,107.8081843
5/18/2020,Allen,Ohio,39003,168,30,3.095907846,110.9040922
5/19/2020,Allen,Ohio,39003,171,30,1.547953923,112.4520461
5/20/2020,Allen,Ohio,39003,172,30,1.773976962,114.226023
5/21/2020,Allen,Ohio,39003,176,31,4.386988481,118.6130115
5/22/2020,Allen,Ohio,39003,178,31,2.69349424,121.3065058
5/23/2020,Allen,Ohio,39003,184,31,5.84674712,127.1532529
5/24/2020,Allen,Ohio,39003,189,31,2.92337356,130.0766264
5/25/2020,Allen,Ohio,39003,191,31,1.96168678,132.0383132
5/26/2020,Allen,Ohio,39003,191,31,1.98084339,134.0191566
5/27/2020,Allen,Ohio,39003,201,32,0.990421695,135.0095783
5/28/2020,Allen,Ohio,39003,206,32,1.995210848,137.0047892
5/29/2020,Allen,Ohio,39003,212,32,1.497605424,138.5023946
5/30/2020,Allen,Ohio,39003,211,32,2.748802712,141.2511973
5/31/2020,Allen,Ohio,39003,212,32,2.374401356,143.6255986
6/1/2020,Allen,Ohio,39003,212,33,3.687200678,147.3127993
6/2/2020,Allen,Ohio,39003,212,33,4.343600339,151.6563997
6/3/2020,Allen,Ohio,39003,214,33,3.171800169,154.8281998
6/4/2020,Allen,Ohio,39003,219,33,1.585900085,156.4140999
6/5/2020,Allen,Ohio,39003,221,33,5.792950042,162.20705
6/6/2020,Allen,Ohio,39003,222,33,5.396475021,167.603525
6/7/2020,Allen,Ohio,39003,222,33,5.698237511,173.3017625
6/8/2020,Allen,Ohio,39003,224,34,1.849118755,175.1508812
6/9/2020,Allen,Ohio,39003,227,34,1.424559378,176.5754406
6/10/2020,Allen,Ohio,39003,229,34,0.712279689,177.2877203
6/11/2020,Allen,Ohio,39003,233,34,0.356139844,177.6438602
6/12/2020,Allen,Ohio,39003,232,34,1.178069922,178.8219301
6/13/2020,Allen,Ohio,39003,238,35,2.589034961,181.410965
6/14/2020,Allen,Ohio,39003,240,35,2.294517481,183.7054825
6/15/2020,Allen,Ohio,39003,241,36,1.14725874,184.8527413
6/16/2020,Allen,Ohio,39003,241,36,0.57362937,185.4263706
6/17/2020,Allen,Ohio,39003,242,36,1.286814685,186.7131853
6/18/2020,Allen,Ohio,39003,246,36,2.143407343,188.8565927
6/19/2020,Allen,Ohio,39003,247,37,1.571703671,190.4282963
6/20/2020,Allen,Ohio,39003,248,37,2.785851836,193.2141482
6/21/2020,Allen,Ohio,39003,251,37,0.892925918,194.1070741
6/22/2020,Allen,Ohio,39003,253,37,3.446462959,197.553537
6/23/2020,Allen,Ohio,39003,255,38,2.223231479,199.7767685
6/24/2020,Allen,Ohio,39003,257,38,1.61161574,201.3883843
6/25/2020,Allen,Ohio,39003,261,38,0.80580787,202.1941921
6/26/2020,Allen,Ohio,39003,264,38,0.902903935,203.0970961
6/27/2020,Allen,Ohio,39003,265,38,2.451451967,205.548548
3/18/2020,Ashland,Ohio,39005,1,0,,
3/19/2020,Ashland,Ohio,39005,1,0,,
3/20/2020,Ashland,Ohio,39005,1,0,,
3/21/2020,Ashland,Ohio,39005,1,0,,
3/22/2020,Ashland,Ohio,39005,1,0,,
3/23/2020,Ashland,Ohio,39005,1,0,,
3/24/2020,Ashland,Ohio,39005,1,0,,
3/25/2020,Ashland,Ohio,39005,1,0,,
3/26/2020,Ashland,Ohio,39005,1,0,,
3/27/2020,Ashland,Ohio,39005,3,0,,
3/28/2020,Ashland,Ohio,39005,2,0,,
3/29/2020,Ashland,Ohio,39005,2,0,,
3/30/2020,Ashland,Ohio,39005,2,0,,
3/31/2020,Ashland,Ohio,39005,2,0,,
4/1/2020,Ashland,Ohio,39005,2,0,,
4/2/2020,Ashland,Ohio,39005,3,0,,
4/3/2020,Ashland,Ohio,39005,3,0,,
4/4/2020,Ashland,Ohio,39005,3,0,,
4/5/2020,Ashland,Ohio,39005,3,0,,
4/6/2020,Ashland,Ohio,39005,3,0,,
4/7/2020,Ashland,Ohio,39005,3,0,,
4/8/2020,Ashland,Ohio,39005,3,0,,
4/9/2020,Ashland,Ohio,39005,4,0,,
4/10/2020,Ashland,Ohio,39005,5,0,,
4/11/2020,Ashland,Ohio,39005,5,0,,
4/12/2020,Ashland,Ohio,39005,5,0,,
4/13/2020,Ashland,Ohio,39005,5,0,,
4/14/2020,Ashland,Ohio,39005,5,0,,
4/15/2020,Ashland,Ohio,39005,6,0,,
4/16/2020,Ashland,Ohio,39005,5,0,,
4/17/2020,Ashland,Ohio,39005,5,0,,
4/18/2020,Ashland,Ohio,39005,5,0,,
4/19/2020,Ashland,Ohio,39005,6,0,,
4/20/2020,Ashland,Ohio,39005,5,0,,
4/21/2020,Ashland,Ohio,39005,5,0,,
4/22/2020,Ashland,Ohio,39005,5,0,,
4/23/2020,Ashland,Ohio,39005,5,0,,
4/24/2020,Ashland,Ohio,39005,5,0,,
4/25/2020,Ashland,Ohio,39005,5,0,,
4/26/2020,Ashland,Ohio,39005,6,0,,
4/27/2020,Ashland,Ohio,39005,6,0,,
4/28/2020,Ashland,Ohio,39005,6,0,,
4/29/2020,Ashland,Ohio,39005,6,0,,
4/30/2020,Ashland,Ohio,39005,7,0,,
5/1/2020,Ashland,Ohio,39005,7,0,,
5/2/2020,Ashland,Ohio,39005,8,0,,
5/3/2020,Ashland,Ohio,39005,9,0,,
5/4/2020,Ashland,Ohio,39005,9,0,,
5/5/2020,Ashland,Ohio,39005,9,0,,
5/6/2020,Ashland,Ohio,39005,12,0,,
5/7/2020,Ashland,Ohio,39005,12,0,,
5/8/2020,Ashland,Ohio,39005,12,0,,
5/9/2020,Ashland,Ohio,39005,14,0,,
5/10/2020,Ashland,Ohio,39005,14,0,,
5/11/2020,Ashland,Ohio,39005,15,0,,
5/12/2020,Ashland,Ohio,39005,15,0,,
5/13/2020,Ashland,Ohio,39005,15,0,,
5/14/2020,Ashland,Ohio,39005,15,0,,
5/15/2020,Ashland,Ohio,39005,15,0,,
5/16/2020,Ashland,Ohio,39005,15,0,,
5/17/2020,Ashland,Ohio,39005,15,0,,
5/18/2020,Ashland,Ohio,39005,15,0,,
5/19/2020,Ashland,Ohio,39005,15,0,,
5/20/2020,Ashland,Ohio,39005,17,0,,
5/21/2020,Ashland,Ohio,39005,17,0,,
5/22/2020,Ashland,Ohio,39005,17,0,,
5/23/2020,Ashland,Ohio,39005,17,0,,
5/24/2020,Ashland,Ohio,39005,17,0,,
5/25/2020,Ashland,Ohio,39005,18,0,,
5/26/2020,Ashland,Ohio,39005,19,0,,
5/27/2020,Ashland,Ohio,39005,19,0,,
5/28/2020,Ashland,Ohio,39005,19,0,,
5/29/2020,Ashland,Ohio,39005,20,0,,
5/30/2020,Ashland,Ohio,39005,20,0,,
5/31/2020,Ashland,Ohio,39005,20,0,,
6/1/2020,Ashland,Ohio,39005,20,0,,
6/2/2020,Ashland,Ohio,39005,20,0,,
6/3/2020,Ashland,Ohio,39005,21,0,,
6/4/2020,Ashland,Ohio,39005,21,0,,
6/5/2020,Ashland,Ohio,39005,23,0,,
6/6/2020,Ashland,Ohio,39005,24,0,,
6/7/2020,Ashland,Ohio,39005,24,0,,
6/8/2020,Ashland,Ohio,39005,24,0,,
6/9/2020,Ashland,Ohio,39005,25,0,,
6/10/2020,Ashland,Ohio,39005,26,0,,
6/11/2020,Ashland,Ohio,39005,26,0,,
6/12/2020,Ashland,Ohio,39005,26,0,,
6/13/2020,Ashland,Ohio,39005,28,0,,
6/14/2020,Ashland,Ohio,39005,28,0,,
6/15/2020,Ashland,Ohio,39005,28,0,,
6/16/2020,Ashland,Ohio,39005,29,0,,
6/17/2020,Ashland,Ohio,39005,31,0,,
6/18/2020,Ashland,Ohio,39005,37,0,,
6/19/2020,Ashland,Ohio,39005,37,0,,
6/20/2020,Ashland,Ohio,39005,39,0,,
6/21/2020,Ashland,Ohio,39005,39,0,,
6/22/2020,Ashland,Ohio,39005,40,0,,
6/23/2020,Ashland,Ohio,39005,44,0,,
6/24/2020,Ashland,Ohio,39005,45,0,,
6/25/2020,Ashland,Ohio,39005,46,0,,
6/26/2020,Ashland,Ohio,39005,45,1,,
6/27/2020,Ashland,Ohio,39005,45,1,,
3/20/2020,Ashtabula,Ohio,39007,1,0,,
3/21/2020,Ashtabula,Ohio,39007,1,0,,
3/22/2020,Ashtabula,Ohio,39007,2,0,,
3/23/2020,Ashtabula,Ohio,39007,3,0,,
3/24/2020,Ashtabula,Ohio,39007,3,0,,
3/25/2020,Ashtabula,Ohio,39007,3,0,,
3/26/2020,Ashtabula,Ohio,39007,3,0,,
3/27/2020,Ashtabula,Ohio,39007,5,0,,
3/28/2020,Ashtabula,Ohio,39007,6,0,,
3/29/2020,Ashtabula,Ohio,39007,6,0,,
3/30/2020,Ashtabula,Ohio,39007,6,0,,
3/31/2020,Ashtabula,Ohio,39007,6,0,,
4/1/2020,Ashtabula,Ohio,39007,6,0,,
4/2/2020,Ashtabula,Ohio,39007,8,0,,
4/3/2020,Ashtabula,Ohio,39007,9,0,,
4/4/2020,Ashtabula,Ohio,39007,11,0,,
4/5/2020,Ashtabula,Ohio,39007,12,0,,
4/6/2020,Ashtabula,Ohio,39007,15,0,,
4/7/2020,Ashtabula,Ohio,39007,18,0,,
4/8/2020,Ashtabula,Ohio,39007,20,0,,
4/9/2020,Ashtabula,Ohio,39007,19,0,,
4/10/2020,Ashtabula,Ohio,39007,19,0,,
4/11/2020,Ashtabula,Ohio,39007,24,0,,
4/12/2020,Ashtabula,Ohio,39007,26,2,,
4/13/2020,Ashtabula,Ohio,39007,31,2,,
4/14/2020,Ashtabula,Ohio,39007,32,2,,
4/15/2020,Ashtabula,Ohio,39007,36,3,,
4/16/2020,Ashtabula,Ohio,39007,45,3,,
4/17/2020,Ashtabula,Ohio,39007,54,4,,
4/18/2020,Ashtabula,Ohio,39007,64,4,,
4/19/2020,Ashtabula,Ohio,39007,66,5,,
4/20/2020,Ashtabula,Ohio,39007,68,6,,
4/21/2020,Ashtabula,Ohio,39007,70,6,,
4/22/2020,Ashtabula,Ohio,39007,80,6,,
4/23/2020,Ashtabula,Ohio,39007,98,7,,
4/24/2020,Ashtabula,Ohio,39007,103,8,,
4/25/2020,Ashtabula,Ohio,39007,107,10,,
4/26/2020,Ashtabula,Ohio,39007,110,10,,
4/27/2020,Ashtabula,Ohio,39007,110,11,,
4/28/2020,Ashtabula,Ohio,39007,113,11,,
4/29/2020,Ashtabula,Ohio,39007,116,15,,
4/30/2020,Ashtabula,Ohio,39007,126,15,,
5/1/2020,Ashtabula,Ohio,39007,136,15,,
5/2/2020,Ashtabula,Ohio,39007,142,15,,
5/3/2020,Ashtabula,Ohio,39007,146,15,,
5/4/2020,Ashtabula,Ohio,39007,149,16,,
5/5/2020,Ashtabula,Ohio,39007,160,17,,
5/6/2020,Ashtabula,Ohio,39007,165,17,,
5/7/2020,Ashtabula,Ohio,39007,169,18,,
5/8/2020,Ashtabula,Ohio,39007,172,18,,
5/9/2020,Ashtabula,Ohio,39007,190,18,,
5/10/2020,Ashtabula,Ohio,39007,192,18,,
5/11/2020,Ashtabula,Ohio,39007,193,19,,
5/12/2020,Ashtabula,Ohio,39007,199,24,,
5/13/2020,Ashtabula,Ohio,39007,208,26,,
5/14/2020,Ashtabula,Ohio,39007,212,26,,
5/15/2020,Ashtabula,Ohio,39007,223,26,,
5/16/2020,Ashtabula,Ohio,39007,229,26,,
5/17/2020,Ashtabula,Ohio,39007,232,26,,
5/18/2020,Ashtabula,Ohio,39007,232,26,,
5/19/2020,Ashtabula,Ohio,39007,244,26,,
5/20/2020,Ashtabula,Ohio,39007,250,28,,
5/21/2020,Ashtabula,Ohio,39007,263,28,,
5/22/2020,Ashtabula,Ohio,39007,272,30,,
5/23/2020,Ashtabula,Ohio,39007,274,31,,
5/24/2020,Ashtabula,Ohio,39007,277,32,,
5/25/2020,Ashtabula,Ohio,39007,281,32,,
5/26/2020,Ashtabula,Ohio,39007,283,32,,
5/27/2020,Ashtabula,Ohio,39007,316,33,,
5/28/2020,Ashtabula,Ohio,39007,324,34,,
5/29/2020,Ashtabula,Ohio,39007,330,34,,
5/30/2020,Ashtabula,Ohio,39007,338,34,,
5/31/2020,Ashtabula,Ohio,39007,339,34,,
6/1/2020,Ashtabula,Ohio,39007,340,35,,
6/2/2020,Ashtabula,Ohio,39007,340,35,,
6/3/2020,Ashtabula,Ohio,39007,345,37,,
6/4/2020,Ashtabula,Ohio,39007,347,38,,
6/5/2020,Ashtabula,Ohio,39007,369,38,,
6/6/2020,Ashtabula,Ohio,39007,372,38,,
6/7/2020,Ashtabula,Ohio,39007,372,38,,
6/8/2020,Ashtabula,Ohio,39007,374,38,,
6/9/2020,Ashtabula,Ohio,39007,375,38,,
6/10/2020,Ashtabula,Ohio,39007,377,38,,
6/11/2020,Ashtabula,Ohio,39007,382,38,,
6/12/2020,Ashtabula,Ohio,39007,381,38,,
6/13/2020,Ashtabula,Ohio,39007,382,39,,
6/14/2020,Ashtabula,Ohio,39007,385,39,,
6/15/2020,Ashtabula,Ohio,39007,390,39,,
6/16/2020,Ashtabula,Ohio,39007,392,41,,
6/17/2020,Ashtabula,Ohio,39007,397,41,,
6/18/2020,Ashtabula,Ohio,39007,402,41,,
6/19/2020,Ashtabula,Ohio,39007,406,42,,
6/20/2020,Ashtabula,Ohio,39007,402,42,,
6/21/2020,Ashtabula,Ohio,39007,407,42,,
6/22/2020,Ashtabula,Ohio,39007,410,42,,
6/23/2020,Ashtabula,Ohio,39007,411,42,,
6/24/2020,Ashtabula,Ohio,39007,412,42,,
6/25/2020,Ashtabula,Ohio,39007,413,42,,
6/26/2020,Ashtabula,Ohio,39007,412,43,,
6/27/2020,Ashtabula,Ohio,39007,412,43,,
3/26/2020,Athens,Ohio,39009,1,0,,
3/27/2020,Athens,Ohio,39009,1,0,,
3/28/2020,Athens,Ohio,39009,2,0,,
3/29/2020,Athens,Ohio,39009,3,0,,
3/30/2020,Athens,Ohio,39009,3,1,,
3/31/2020,Athens,Ohio,39009,3,1,,
4/1/2020,Athens,Ohio,39009,3,1,,
4/2/2020,Athens,Ohio,39009,3,1,,
4/3/2020,Athens,Ohio,39009,3,1,,
4/4/2020,Athens,Ohio,39009,3,1,,
4/5/2020,Athens,Ohio,39009,3,1,,
4/6/2020,Athens,Ohio,39009,3,1,,
4/7/2020,Athens,Ohio,39009,3,1,,
4/8/2020,Athens,Ohio,39009,3,1,,
4/9/2020,Athens,Ohio,39009,3,1,,
4/10/2020,Athens,Ohio,39009,3,1,,
4/11/2020,Athens,Ohio,39009,3,1,,
4/12/2020,Athens,Ohio,39009,3,1,,
4/13/2020,Athens,Ohio,39009,3,1,,
4/14/2020,Athens,Ohio,39009,3,1,,
4/15/2020,Athens,Ohio,39009,3,1,,
4/16/2020,Athens,Ohio,39009,3,1,,
4/17/2020,Athens,Ohio,39009,3,1,,
4/18/2020,Athens,Ohio,39009,3,1,,
4/19/2020,Athens,Ohio,39009,3,1,,
4/20/2020,Athens,Ohio,39009,3,1,,
4/21/2020,Athens,Ohio,39009,3,1,,
4/22/2020,Athens,Ohio,39009,3,1,,
4/23/2020,Athens,Ohio,39009,4,1,,
4/24/2020,Athens,Ohio,39009,3,1,,
4/25/2020,Athens,Ohio,39009,3,1,,
4/26/2020,Athens,Ohio,39009,3,1,,
4/27/2020,Athens,Ohio,39009,3,1,,
4/28/2020,Athens,Ohio,39009,3,1,,
4/29/2020,Athens,Ohio,39009,3,1,,
4/30/2020,Athens,Ohio,39009,3,1,,
5/1/2020,Athens,Ohio,39009,4,1,,
5/2/2020,Athens,Ohio,39009,4,1,,
5/3/2020,Athens,Ohio,39009,4,1,,
5/4/2020,Athens,Ohio,39009,4,1,,
5/5/2020,Athens,Ohio,39009,4,1,,
5/6/2020,Athens,Ohio,39009,4,1,,
5/7/2020,Athens,Ohio,39009,4,1,,
5/8/2020,Athens,Ohio,39009,4,1,,
5/9/2020,Athens,Ohio,39009,5,1,,
5/10/2020,Athens,Ohio,39009,6,1,,
5/11/2020,Athens,Ohio,39009,6,1,,
5/12/2020,Athens,Ohio,39009,6,1,,
5/13/2020,Athens,Ohio,39009,6,1,,
5/14/2020,Athens,Ohio,39009,6,1,,
5/15/2020,Athens,Ohio,39009,8,1,,
5/16/2020,Athens,Ohio,39009,8,1,,
5/17/2020,Athens,Ohio,39009,8,1,,
5/18/2020,Athens,Ohio,39009,9,1,,
5/19/2020,Athens,Ohio,39009,13,1,,
5/20/2020,Athens,Ohio,39009,13,1,,
5/21/2020,Athens,Ohio,39009,13,1,,
5/22/2020,Athens,Ohio,39009,13,1,,
5/23/2020,Athens,Ohio,39009,13,1,,
5/24/2020,Athens,Ohio,39009,14,1,,
5/25/2020,Athens,Ohio,39009,14,1,,
5/26/2020,Athens,Ohio,39009,18,1,,
5/27/2020,Athens,Ohio,39009,18,1,,
5/28/2020,Athens,Ohio,39009,18,1,,
5/29/2020,Athens,Ohio,39009,18,1,,
5/30/2020,Athens,Ohio,39009,18,1,,
5/31/2020,Athens,Ohio,39009,18,1,,
6/1/2020,Athens,Ohio,39009,18,1,,
6/2/2020,Athens,Ohio,39009,18,1,,
6/3/2020,Athens,Ohio,39009,18,1,,
6/4/2020,Athens,Ohio,39009,18,1,,
6/5/2020,Athens,Ohio,39009,18,1,,
6/6/2020,Athens,Ohio,39009,18,1,,
6/7/2020,Athens,Ohio,39009,18,1,,
6/8/2020,Athens,Ohio,39009,18,1,,
6/9/2020,Athens,Ohio,39009,18,1,,
6/10/2020,Athens,Ohio,39009,22,1,,
6/11/2020,Athens,Ohio,39009,23,1,,
6/12/2020,Athens,Ohio,39009,23,1,,
6/13/2020,Athens,Ohio,39009,23,1,,
6/14/2020,Athens,Ohio,39009,23,1,,
6/15/2020,Athens,Ohio,39009,23,1,,
6/16/2020,Athens,Ohio,39009,23,1,,
6/17/2020,Athens,Ohio,39009,24,1,,
6/18/2020,Athens,Ohio,39009,24,1,,
6/19/2020,Athens,Ohio,39009,24,1,,
6/20/2020,Athens,Ohio,39009,24,1,,
6/21/2020,Athens,Ohio,39009,25,1,,
6/22/2020,Athens,Ohio,39009,25,1,,
6/23/2020,Athens,Ohio,39009,26,1,,
6/24/2020,Athens,Ohio,39009,28,1,,
6/25/2020,Athens,Ohio,39009,29,1,,
6/26/2020,Athens,Ohio,39009,29,1,,
6/27/2020,Athens,Ohio,39009,30,1,,
3/28/2020,Auglaize,Ohio,39011,1,0,,
3/29/2020,Auglaize,Ohio,39011,2,0,,
3/30/2020,Auglaize,Ohio,39011,2,0,,
